"filename", "language", "YAML", "JSON", "Docker", "JavaScript", "Shell Script", "JSON with Comments", "TypeScript", "TypeScript React", "CSS", "XML", "Markdown", "Ruby", "Gemfile", "Properties", "erb", "comment", "blank", "total"
"/Users/tanakatarou/Desktop/Portfolio/backend/test/fixtures/schedules.yml", "YAML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"/Users/tanakatarou/Desktop/Portfolio/backend/test/fixtures/todos.yml", "YAML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"/Users/tanakatarou/Desktop/Portfolio/backend/test/fixtures/users.yml", "YAML", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 12
"/Users/tanakatarou/Desktop/Portfolio/backend/test/models/schedule_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 2, 8
"/Users/tanakatarou/Desktop/Portfolio/backend/test/models/todo_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 2, 8
"/Users/tanakatarou/Desktop/Portfolio/backend/test/models/user_test.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 2, 8
"/Users/tanakatarou/Desktop/Portfolio/backend/test/test_helper.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 4, 14
"/Users/tanakatarou/Desktop/Portfolio/docker-compose.yml", "YAML", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 62
"/Users/tanakatarou/Desktop/Portfolio/frontend/.eslintrc.json", "JSON with Comments", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/tanakatarou/Desktop/Portfolio/frontend/Dockerfile", "Docker", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/tanakatarou/Desktop/Portfolio/frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 15, 35
"/Users/tanakatarou/Desktop/Portfolio/frontend/__tests__/toppage.spec.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/tanakatarou/Desktop/Portfolio/frontend/jest.config.js", "JavaScript", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 45
"/Users/tanakatarou/Desktop/Portfolio/frontend/jest.setup.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/tanakatarou/Desktop/Portfolio/frontend/next.config.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 20
"/Users/tanakatarou/Desktop/Portfolio/frontend/package-lock.json", "JSON", 0, 14670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14671
"/Users/tanakatarou/Desktop/Portfolio/frontend/package.json", "JSON", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"/Users/tanakatarou/Desktop/Portfolio/frontend/public/vercel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/components/map.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 2, 19, 109
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/csrf-axios.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/_app.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/api/hello.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/board.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 2, 16, 171
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/boardcontent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 2, 23, 261
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/calendar.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 3, 9, 95
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/dailylifey.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 9, 103
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/detail.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 14, 337
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/footer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/header.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 16, 168
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/layout.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/lifepost.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 21, 134
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/login.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 14, 177
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/mainpage.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/mypage.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 17, 217
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/newaccount.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 1, 17, 176
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/passchange.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 1, 20, 209
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/components/todo.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 627, 0, 0, 0, 0, 0, 0, 0, 12, 38, 677
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 7, 59
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/pages/mappage.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/styles/Home.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 18, 130
"/Users/tanakatarou/Desktop/Portfolio/frontend/src/styles/globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/tanakatarou/Desktop/Portfolio/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/tanakatarou/Desktop/Portfolio/package-lock.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 310, 14735, 37, 48, 4, 23, 10, 2741, 135, 4, 33, 638, 19, 26, 13, 522, 682, 19980
